Category,Vendor Name,File Name
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""HERSHEY PB TF"", ""quantity"": 4, ""totalPrice"": 11.56, ""unitPrice"": 2.89}], ""address"": ""4450 Kapolei Pkwy <UNKNOWN> Hawaii 96707-1878"", ""city"": ""<UNKNOWN>"", ""merchant"": ""<UNKNOWN>"", ""phoneNumber"": ""808-457-3679"", ""receiptDate"": ""07/17/2023"", ""receiptTime"": ""07:52 PM"", ""state"": ""Hawaii"", ""tax"": 0.54, ""total"": 12.1}}",81
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""HERSHEYS PUDDING SMO"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 3.99, ""unitPrice"": 3.99}, {""description"": ""NESTLE DRUMSTK-S/DI*"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 7.99, ""unitPrice"": 7.99}, {""description"": ""TERRA BEER BOTTLE 16"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 3.69, ""unitPrice"": 3.69}, {""description"": ""TERRA BEER BOTTLE 16"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 3.69, ""unitPrice"": 3.69}, {""description"": ""HI DEP**"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 0.05, ""unitPrice"": 0.05}, {""description"": ""HI TAX** 1PK"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 0.01, ""unitPrice"": 0.01}, {""description"": ""HI DEP** 1PK"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 0.05, ""unitPrice"": 0.05}, {""description"": ""HI TAX** 1PK"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 0.01, ""unitPrice"": 0.01}], ""address"": ""Ph.# 973-4800"", ""city"": ""City Unknown"", ""merchant"": ""KAHEKA STORE"", ""phoneNumber"": ""973-4800"", ""receiptDate"": ""10/08/2023"", ""receiptTime"": ""16:57:40"", ""state"": ""State Unknown"", ""tax"": 0.91, ""total"": 20.39}}",51
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Happy Meal Ch Burger"", ""quantity"": 1, ""totalPrice"": 4.69, ""unitPrice"": 4.69}, {""description"": ""Cheeseburger"", ""quantity"": 1, ""totalPrice"": 0.8, ""unitPrice"": 0.8}, {""description"": ""Extra Kids Fry"", ""quantity"": 1, ""totalPrice"": 1.49, ""unitPrice"": 1.49}, {""description"": ""Surprise Toy"", ""quantity"": 1, ""totalPrice"": 0.0, ""unitPrice"": 0.0}, {""description"": ""Apple Juice"", ""quantity"": 1, ""totalPrice"": 1.49, ""unitPrice"": 1.49}, {""description"": ""Regular Meat"", ""quantity"": 1, ""totalPrice"": 0.8, ""unitPrice"": 0.8}, {""description"": ""M Diet Coke"", ""quantity"": 1, ""totalPrice"": 1.49, ""unitPrice"": 1.49}], ""address"": ""2121 S KING STREET HONOLULU,HI 96826"", ""city"": ""HONOLULU"", ""merchant"": ""McDonald's Restaurant #2331"", ""phoneNumber"": ""808 973 2357"", ""receiptDate"": ""10/30/2022"", ""receiptTime"": ""06:43 PM"", ""state"": ""HI"", ""tax"": 0.33, ""total"": 7.31}}",74
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Happy Meal Ch Burger"", ""quantity"": 1, ""totalPrice"": 5.19, ""unitPrice"": 5.19}, {""description"": ""Cheeseburger ONLY Ketchup ONLY Onions"", ""quantity"": 1, ""totalPrice"": null, ""unitPrice"": null}, {""description"": ""Extra Kids Fry"", ""quantity"": 1, ""totalPrice"": null, ""unitPrice"": null}, {""description"": ""THOR Love & Thunder"", ""quantity"": 1, ""totalPrice"": null, ""unitPrice"": null}, {""description"": ""Apple Juice"", ""quantity"": 1, ""totalPrice"": null, ""unitPrice"": null}, {""description"": ""S Frozen Coke"", ""quantity"": 1, ""totalPrice"": 1.5, ""unitPrice"": 1.5}], ""address"": ""2915 E MANOA RD HONOLULU,HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""McDonald's Restaurant"", ""phoneNumber"": ""808 988 2219"", ""receiptDate"": ""08/06/2022"", ""receiptTime"": ""04:04 PM"", ""state"": ""HI"", ""tax"": 0.32, ""total"": 7.01}}",103
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""JD EGWCH FLT 007790047172 F"", ""quantity"": 1, ""totalPrice"": 9.93, ""unitPrice"": 9.93}, {""description"": ""SF CANDY 007296564175 F"", ""quantity"": 1, ""totalPrice"": 2.88, ""unitPrice"": 2.88}, {""description"": ""FC PB 6CT 081771902035 F"", ""quantity"": 2, ""totalPrice"": 15.36, ""unitPrice"": 7.68}], ""address"": ""700 KEEAUMOKU ST HONOLULU HI 96814"", ""city"": ""HONOLULU"", ""merchant"": ""Walmart"", ""phoneNumber"": ""808-955-8441"", ""receiptDate"": ""05/09/22"", ""receiptTime"": ""18:36:08"", ""state"": ""HI"", ""tax"": 1.33, ""total"": 29.5}}",95
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""JELLO"", ""quantity"": 1, ""totalPrice"": 2.9, ""unitPrice"": 2.9}, {""description"": ""FIESTA SH 16"", ""quantity"": 1, ""totalPrice"": 4.78, ""unitPrice"": 4.78}, {""description"": ""GAR ULT BF"", ""quantity"": 1, ""totalPrice"": 6.34, ""unitPrice"": 6.34}, {""description"": ""JOSEPH BREAD"", ""quantity"": 1, ""totalPrice"": 4.52, ""unitPrice"": 4.52}, {""description"": ""AVOCADO"", ""quantity"": 1, ""totalPrice"": 0.92, ""unitPrice"": 0.92}, {""description"": ""SNFLWR SEEDS"", ""quantity"": 1, ""totalPrice"": 1.84, ""unitPrice"": 1.84}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.18, ""unitPrice"": 3.18}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.18, ""unitPrice"": 3.18}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.18, ""unitPrice"": 3.18}, {""description"": ""SF CANDY"", ""quantity"": 1, ""totalPrice"": 3.18, ""unitPrice"": 3.18}], ""address"": ""700 KEEAUMOKU ST HONOLULU HI 96814"", ""city"": ""HONOLULU"", ""merchant"": ""Walmart"", ""phoneNumber"": ""808-955-8441"", ""receiptDate"": ""07/31/22"", ""receiptTime"": ""20:24:30"", ""state"": ""HI"", ""tax"": 1.6, ""total"": 35.62}}",3
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""JK ALKALINE BATTERY"", ""quantity"": 1, ""totalPrice"": 2.99, ""unitPrice"": 2.99}, {""description"": ""ORANGE NAVEL <UNKNOWN>"", ""quantity"": 1, ""totalPrice"": 2.49, ""unitPrice"": 2.49}], ""address"": ""KAHEKA STORE"", ""city"": ""<UNKNOWN>"", ""merchant"": ""<UNKNOWN>"", ""phoneNumber"": ""Ph - # 973-4800"", ""receiptDate"": ""09/27/2023"", ""receiptTime"": ""00:11:44"", ""state"": ""<UNKNOWN>"", ""tax"": 0.21, ""total"": 4.7}}",26
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""JK NET SPONGE"", ""quantity"": 1, ""totalPrice"": 1.79, ""unitPrice"": 1.79}, {""description"": ""PLS FRIDGE TRAY WIDE"", ""quantity"": 1, ""totalPrice"": 1.99, ""unitPrice"": 1.99}, {""description"": ""REFRIGERATER SLIM"", ""quantity"": 1, ""totalPrice"": 1.99, ""unitPrice"": 1.99}, {""description"": ""PLASTIC KIREI STOCKE"", ""quantity"": 1, ""totalPrice"": 1.99, ""unitPrice"": 1.99}, {""description"": ""AVOCADO"", ""quantity"": 2, ""totalPrice"": 5.18, ""unitPrice"": 2.59}], ""address"": ""KAHEKA STORE"", ""city"": ""<UNKNOWN>"", ""merchant"": ""<UNKNOWN>"", ""phoneNumber"": ""<UNKNOWN>"", ""receiptDate"": ""08/13/2022"", ""receiptTime"": ""20:18:17"", ""state"": ""<UNKNOWN>"", ""tax"": 0.61, ""total"": 13.55}}",46
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""JOLLYTIME POPCORN VARIETY POPCORN BAGS 10 PK"", ""quantity"": 1, ""totalPrice"": 3.49, ""unitPrice"": 3.49}, {""description"": ""JOLLYTIME POPCORN VARIETY POPCORN BAGS 10 PK"", ""quantity"": 1, ""totalPrice"": 3.49, ""unitPrice"": 3.49}], ""address"": ""<UNKNOWN>"", ""city"": ""<UNKNOWN>"", ""merchant"": ""KAHEKA STORE"", ""phoneNumber"": ""973-4800"", ""receiptDate"": ""09/29/2023"", ""receiptTime"": ""22:20:44"", ""state"": ""<UNKNOWN>"", ""tax"": 0.34, ""total"": 7.62}}",59
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""K-T TOPPOKI"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 4.99, ""unitPrice"": 4.99}, {""description"": ""OTG SOUP RICECAKE"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 6.99, ""unitPrice"": 6.99}, {""description"": ""HT VEGE DUMPLING"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 14.99, ""unitPrice"": 14.99}, {""description"": ""null"", ""discountAmount"": null, ""quantity"": null, ""totalPrice"": null, ""unitPrice"": null}], ""address"": ""458 Keawe st Honolulu, null 96813"", ""city"": ""Honolulu"", ""merchant"": ""H-MART"", ""phoneNumber"": ""(808) 219-0924"", ""receiptDate"": ""06/11/23"", ""receiptTime"": ""09:15pm"", ""state"": ""null"", ""tax"": 1.65, ""total"": 36.61}}",39
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""KETTLE"", ""quantity"": 1, ""totalPrice"": 43.24, ""unitPrice"": 43.24}, {""description"": ""POPCORN"", ""quantity"": 1, ""totalPrice"": 7.88, ""unitPrice"": 7.88}, {""description"": ""DOG SNACKS"", ""quantity"": 1, ""totalPrice"": 4.54, ""unitPrice"": 4.54}, {""description"": ""CHK NDL SOUP"", ""quantity"": 1, ""totalPrice"": 2.26, ""unitPrice"": 2.26}, {""description"": ""POT RST SOUP"", ""quantity"": 1, ""totalPrice"": 2.26, ""unitPrice"": 2.26}, {""description"": ""CHK NDL SOUP"", ""quantity"": 1, ""totalPrice"": 2.26, ""unitPrice"": 2.26}, {""description"": ""CHK NDL SOUP"", ""quantity"": 1, ""totalPrice"": 2.26, ""unitPrice"": 2.26}, {""description"": ""TUNA"", ""quantity"": 1, ""totalPrice"": 1.32, ""unitPrice"": 1.32}, {""description"": ""TUNA"", ""quantity"": 1, ""totalPrice"": 1.32, ""unitPrice"": 1.32}, {""description"": ""TUNA"", ""quantity"": 1, ""totalPrice"": 1.32, ""unitPrice"": 1.32}, {""description"": ""TUNA"", ""quantity"": 1, ""totalPrice"": 1.32, ""unitPrice"": 1.32}, {""description"": ""SPAM LNCH MT"", ""quantity"": 1, ""totalPrice"": 2.98, ""unitPrice"": 2.98}, {""description"": ""DL BAR 8CT"", ""quantity"": 1, ""totalPrice"": 7.12, ""unitPrice"": 7.12}, {""description"": ""BENADRYL 100"", ""quantity"": 1, ""totalPrice"": 15.24, ""unitPrice"": 15.24}, {""description"": ""GOLDBEARS"", ""quantity"": 1, ""totalPrice"": 1.28, ""unitPrice"": 1.28}, {""description"": ""GOLDBEARS"", ""quantity"": 1, ""totalPrice"": 1.28, ""unitPrice"": 1.28}, {""description"": ""SR GLDBRS"", ""quantity"": 1, ""totalPrice"": 0.98, ""unitPrice"": 0.98}, {""description"": ""NORI"", ""quantity"": 1, ""totalPrice"": 1.27, ""unitPrice"": 1.27}, {""description"": ""NORI"", ""quantity"": 1, ""totalPrice"": 1.27, ""unitPrice"": 1.27}], ""address"": ""1131 KUALA ST PEARL CITY HI 96782"", ""city"": ""PEARL CITY"", ""merchant"": ""Walmart"", ""phoneNumber"": ""808-454-8785"", ""receiptDate"": ""10/04/23"", ""receiptTime"": ""14:24:58"", ""state"": ""HI"", ""tax"": 4.78, ""total"": 106.18}}",42
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""L LIGHT"", ""quantity"": 1, ""totalPrice"": 3.09, ""unitPrice"": 3.09}], ""address"": ""2754 Drive, 7-106, HI"", ""city"": ""null"", ""merchant"": ""Store"", ""phoneNumber"": ""null"", ""receiptDate"": ""05/04/22"", ""receiptTime"": ""null"", ""state"": ""null"", ""tax"": 0.15, ""total"": 3.24}}",0
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""LAUHALA MAT"", ""quantity"": 2, ""totalPrice"": 68.18, ""unitPrice"": 34.09}], ""address"": ""(unknown)"", ""city"": ""(unknown)"", ""merchant"": ""BEN FRANKLIN CRAFTS #05575"", ""phoneNumber"": ""(808) 261-4621"", ""receiptDate"": ""08/31/23"", ""receiptTime"": ""7:22PM"", ""state"": ""(unknown)"", ""tax"": 2.89, ""total"": 64.25}}",1
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""LIFEWAY OWM KFR PL."", ""quantity"": 1, ""totalPrice"": 7.49, ""unitPrice"": 7.49}, {""description"": ""OPN NT PIZZA"", ""quantity"": 1, ""totalPrice"": 8.49, ""unitPrice"": 8.49}, {""description"": ""SIG PISTACHIOS"", ""quantity"": 0.45, ""totalPrice"": 10.99, ""unitPrice"": 2.99}, {""description"": ""APPLES ROYAL GALA"", ""quantity"": 1.35, ""totalPrice"": 1.35, ""unitPrice"": 0.99}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 988-2058"", ""receiptDate"": ""08/10/23"", ""receiptTime"": ""21:45"", ""state"": ""HI"", ""tax"": 1.33, ""total"": 29.65}}",86
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""LTRBK JAPANESE WHIT BREAD"", ""quantity"": 1, ""totalPrice"": 5.39, ""unitPrice"": 5.39}], ""address"": ""4211 Waialae Ave Ste 2000 Honolulu, HI 96816 5340"", ""city"": ""Honolulu"", ""merchant"": ""Whole Foods Market"", ""phoneNumber"": ""808-738-0820"", ""receiptDate"": ""06/25/2023"", ""receiptTime"": ""02:44 PM"", ""state"": ""HI"", ""tax"": 0.25, ""total"": 5.64}}",55
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""LUC CHESE"", ""quantity"": 1, ""totalPrice"": 4.59, ""unitPrice"": 4.59}, {""description"": ""HORIZON ORGANIC"", ""quantity"": 1, ""totalPrice"": 7.49, ""unitPrice"": 7.49}, {""description"": ""BROWN COW YGRT VAN"", ""quantity"": 1, ""totalPrice"": 5.99, ""unitPrice"": 5.99}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""Main (808) 988-2058"", ""receiptDate"": ""05/05/22"", ""receiptTime"": ""20:18"", ""state"": ""HI"", ""tax"": 0.85, ""total"": 18.92}}",98
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""LUC UNSALTD BUTTER"", ""quantity"": 1, ""totalPrice"": 6.49, ""unitPrice"": 6.49}, {""description"": ""KRYGOLD IRSH BTTR"", ""quantity"": 1, ""totalPrice"": 4.99, ""unitPrice"": 4.99}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 988-2058"", ""receiptDate"": ""09/05/22"", ""receiptTime"": ""08:46"", ""state"": ""HI"", ""tax"": 0.54, ""total"": 12.02}}",96
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""LUCERNE MILK WHOLE"", ""quantity"": 1, ""totalPrice"": 4.49, ""unitPrice"": 4.49}], ""address"": ""2855 East Manoa Road HONOLULU HI 96822"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 988-2058"", ""receiptDate"": ""05/26/22"", ""receiptTime"": ""11:57"", ""state"": ""HI"", ""tax"": 0.21, ""total"": 4.7}}",82
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Latte Iced Medium"", ""quantity"": 1, ""totalPrice"": 3.99, ""unitPrice"": 3.99}], ""address"": ""330 City Drive South Orange, CA 92868"", ""city"": ""Orange"", ""merchant"": ""Krispy Kreme"", ""phoneNumber"": ""714.769.4330"", ""receiptDate"": ""03/15/2023"", ""receiptTime"": ""1:23 PM"", ""state"": ""CA"", ""tax"": 0.0, ""total"": 3.99}}",22
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""MANGO TANGO SMOOTHIE"", ""quantity"": 1, ""totalPrice"": 9.0, ""unitPrice"": 9.0}, {""description"": ""RG ICED LATTE"", ""quantity"": 1, ""totalPrice"": 4.5, ""unitPrice"": 4.5}], ""address"": ""629 Kailua Rd Kailua, HI 96734"", ""city"": ""Kailua"", ""merchant"": ""WHOLE FOODS MARKET"", ""phoneNumber"": ""808-263-6800"", ""receiptDate"": ""11/06/2022"", ""receiptTime"": ""09:52 AM"", ""state"": ""HI"", ""tax"": 0.64, ""total"": 14.14}}",40
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""NISHIKI RICE VINEGAR"", ""quantity"": 1, ""totalPrice"": 3.99, ""unitPrice"": 3.99}, {""description"": ""AJI GYOZA PORK & CHK"", ""quantity"": 1, ""totalPrice"": 15.49, ""unitPrice"": 15.49}, {""description"": ""SK AMAZU SHOGA"", ""quantity"": 1, ""totalPrice"": 7.99, ""unitPrice"": 7.99}, {""description"": ""OSTS GLZ OF DONUT HS"", ""quantity"": 1, ""totalPrice"": 4.49, ""unitPrice"": 4.49}, {""description"": ""OM HARD SALAMI"", ""quantity"": 1, ""totalPrice"": 6.39, ""unitPrice"": 6.39}, {""description"": ""HEARTH N HARVEST WH*"", ""quantity"": 1, ""totalPrice"": 3.99, ""unitPrice"": 3.99}, {""description"": ""CROWN ROYAL PEACH"", ""quantity"": 1, ""totalPrice"": 24.99, ""unitPrice"": 24.99}, {""description"": ""SAPPORO 12PK BEER*"", ""quantity"": 1, ""totalPrice"": 10.99, ""unitPrice"": 10.99}, {""description"": ""HF LTL SMOKIES*"", ""quantity"": 1, ""totalPrice"": 5.99, ""unitPrice"": 5.99}, {""description"": ""GRND BF 75% LEAN"", ""quantity"": 1, ""totalPrice"": 4.82, ""unitPrice"": 4.82}, {""description"": ""GRND BF 75% LEAN"", ""quantity"": 1, ""totalPrice"": 10.38, ""unitPrice"": 10.38}, {""description"": ""PAPER BAG TIMES"", ""quantity"": 2, ""totalPrice"": 0.3, ""unitPrice"": 0.15}], ""address"": ""<UNKNOWN>"", ""city"": ""<UNKNOWN>"", ""merchant"": ""KAHEKA STORE"", ""phoneNumber"": ""973-4800"", ""receiptDate"": ""09/23/2023"", ""receiptTime"": ""18:31:17"", ""state"": ""<UNKNOWN>"", ""tax"": 4.7, ""total"": 103.73}}",67
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""ORANGE NAVEL <UNKNOWN>"", ""quantity"": 3.48, ""totalPrice"": 6.93, ""unitPrice"": 1.99}, {""description"": ""CHINESE PARSLEY CILA"", ""quantity"": 1, ""totalPrice"": 2.69, ""unitPrice"": 2.69}, {""description"": ""CARROTS-CELLO 2# BH! W"", ""quantity"": 1, ""totalPrice"": 2.49, ""unitPrice"": 2.49}], ""address"": ""<UNKNOWN>"", ""city"": ""<UNKNOWN>"", ""merchant"": ""SELF CHECKOUT KAHEKA STORE"", ""phoneNumber"": ""Ph # 973-4800"", ""receiptDate"": ""30SEP2023"", ""receiptTime"": ""14:17:04"", ""state"": ""<UNKNOWN>"", ""tax"": 0.57, ""total"": 12.68}}",76
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""OREO ORIG DBL STFF 14.0"", ""quantity"": 1, ""totalPrice"": 2.93, ""unitPrice"": 2.93}, {""description"": ""BAUD WAFER CHOCLT"", ""quantity"": 1, ""totalPrice"": 2.69, ""unitPrice"": 2.69}, {""description"": ""HWNISL TEABG GVGNS"", ""quantity"": 1, ""totalPrice"": 3.6, ""unitPrice"": 3.6}], ""address"": ""91-919 FORT WEAVER RD EWA BEACH, HI 96706"", ""city"": ""EWA BEACH"", ""merchant"": ""Longs Drugs"", ""phoneNumber"": ""808.689.5860"", ""receiptDate"": ""JULY 18, 2023"", ""receiptTime"": ""7:38 PM"", ""state"": ""HI"", ""tax"": 0.36, ""total"": 7.99}}",84
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""OV UH RF JUG 093966009580 F"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 9.58, ""unitPrice"": 9.58}], ""address"": ""700 KEEAUMOKU ST HONOLULU HI 96814"", ""city"": ""HONOLULU"", ""merchant"": ""Wal-Mart"", ""phoneNumber"": ""808-955-8441"", ""receiptDate"": ""10/31/23"", ""receiptTime"": ""12:23:56"", ""state"": ""HI"", ""tax"": 0.45, ""total"": 10.03}}",60
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""OYSTER SAUCE 180Z"", ""quantity"": 1, ""totalPrice"": 6.79, ""unitPrice"": 6.79}, {""description"": ""QRT CK LEMON"", ""quantity"": 1, ""totalPrice"": 8.99, ""unitPrice"": 8.99}, {""description"": ""NY STYLE GRND PORK"", ""quantity"": 1, ""totalPrice"": 6.49, ""unitPrice"": 6.49}, {""description"": ""GREEN CABBAGE"", ""quantity"": 1, ""totalPrice"": 7.98, ""unitPrice"": 7.98}, {""description"": ""REDUCED BANANAS"", ""quantity"": 1, ""totalPrice"": 4.49, ""unitPrice"": 4.49}], ""address"": ""377 Keahole Street HONOLULU HI 96825"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""808,396-6337"", ""receiptDate"": ""10/13/23"", ""receiptTime"": ""19:27"", ""state"": ""HI"", ""tax"": 1.64, ""total"": 36.38}}",77
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""OYSTER SAUCE 180Z"", ""quantity"": 1, ""totalPrice"": 6.79, ""unitPrice"": 6.79}, {""description"": ""QRT CK LEMON"", ""quantity"": 1, ""totalPrice"": 8.99, ""unitPrice"": 8.99}, {""description"": ""NY STYLE GRND PORK"", ""quantity"": 1, ""totalPrice"": 6.49, ""unitPrice"": 6.49}, {""description"": ""GREEN CABBAGE"", ""quantity"": 1, ""totalPrice"": 7.98, ""unitPrice"": 7.98}, {""description"": ""REDUCED BANANAS"", ""quantity"": 1, ""totalPrice"": 4.49, ""unitPrice"": 4.49}], ""address"": ""377 Keahole Street HONOLULU HI 96825"", ""city"": ""HONOLULU"", ""merchant"": ""Store 215 Dir Dane Elder"", ""phoneNumber"": ""(808) 396-6337"", ""receiptDate"": ""10/13/23"", ""receiptTime"": ""19:27"", ""state"": ""HI"", ""tax"": 1.64, ""total"": 36.38}}",2
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""PETIT ECOLIR MLK"", ""quantity"": 1, ""totalPrice"": 4.69, ""unitPrice"": 4.69}], ""address"": ""1234 South Beretania HONOLULU HI 96814"", ""city"": ""HONOLULU"", ""merchant"": ""SAFEWAY"", ""phoneNumber"": ""(808) 535-1785"", ""receiptDate"": ""05/07/22"", ""receiptTime"": ""14:22"", ""state"": ""HI"", ""tax"": 0.22, ""total"": 4.91}}",64
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""PFD BTRNUT SOUP OG"", ""quantity"": 2, ""totalPrice"": 10.78, ""unitPrice"": 5.39}, {""description"": ""PFD OG CRMY CARROT SOUP"", ""quantity"": 1, ""totalPrice"": 5.29, ""unitPrice"": 5.29}, {""description"": ""365WFM BREADED CALAMARI"", ""quantity"": 2, ""totalPrice"": 13.58, ""unitPrice"": 6.79}, {""description"": ""VTACO CCNUT WT"", ""quantity"": 1, ""totalPrice"": 6.29, ""unitPrice"": 6.29}, {""description"": ""CARROT GINGER SOUP"", ""quantity"": 1, ""totalPrice"": 8.49, ""unitPrice"": 8.49}, {""description"": ""OG CAULIFLOWER"", ""quantity"": 2, ""totalPrice"": 11.98, ""unitPrice"": 5.99}, {""description"": ""CIABATTA BREAD"", ""quantity"": 1, ""totalPrice"": 3.99, ""unitPrice"": 3.99}], ""address"": ""388 Kamakee St Ste 100 Honolulu, HI 96814 5200"", ""city"": ""Honolulu"", ""merchant"": ""WHOLE FOODS MARKET"", ""phoneNumber"": ""808-379-1800"", ""receiptDate"": ""05/04/2022"", ""receiptTime"": ""04:24 PM"", ""state"": ""HI"", ""tax"": 2.61, ""total"": 58.22}}",61
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Parking Fee"", ""discountAmount"": null, ""quantity"": 1, ""totalPrice"": 3.0, ""unitPrice"": 3.0}], ""address"": ""300 RODGERS BLVD UNIT 30"", ""city"": ""Honolulu"", ""merchant"": ""Honolulu Intl Airport 0169"", ""phoneNumber"": ""null"", ""receiptDate"": ""18 Jun 23"", ""receiptTime"": ""15:27"", ""state"": ""HI"", ""tax"": null, ""total"": 3.0}}",54
Grocery and Supermarkets,"{""ReceiptInfo"": {""ITEMS"": [{""description"": ""Poi Donut"", ""quantity"": 1, ""totalPrice"": 20.9, ""unitPrice"": 20.9}, {""description"": ""Coco Puff"", ""discountAmount"": 0, ""quantity"": 6, ""totalPrice"": 12.5, ""unitPrice"": 2.08}, {""description"": ""Green Tea Puff"", ""discountAmount"": 0, ""quantity"": 1, ""totalPrice"": 13.74, ""unitPrice"": 13.74}], ""address"": ""Pearl Highlands Center Pearl City, HI 96782"", ""city"": ""Pearl City"", ""merchant"": ""LILIHA BAKERY"", ""phoneNumber"": ""808,455-1188"", ""receiptDate"": ""10/21/2023"", ""receiptTime"": ""5:46:41 PM"", ""state"": ""HI"", ""tax"": 2.22, ""total"": 49.36}}",30
